Наименование,Област,Община,Населено място,Адрес,Управител,Телефон,lat,lng,provider,display_name,quality_score
МБАЛ СВЕТА АННА-ВАРНА АД,Варна,ВАРНА,Варна,БУЛ. ЦАР ОСВОБОДИТЕЛ 100,"Д-Р КРАСИМИР ПЕТРОВ ПЕТРОВ, ЖАН ЕМИЛОВ ДОРЕВСКИ, ЛИДИЯ ДУНОВА ПЕТКОВА, Д-Р ВЕСЕЛИН НИКОЛОВ ИВАНОВ, ПРОФ. Д-Р ДИКО ДРАГАНОВ БОШНАКОВ, Д-Р ГАЛЕН ДИМИТРОВ ШИВАРОВ, ИРИНА ГЕОРГИЕВА ВЕЛИНОВА, Д-Р НИКОЛАЙ ПЕТРОВ КОЛАРОВ",052/648257,43.2136534,27.9182217,nominatim_free,"СБАЛ по кардиология, 100, бул. Цар Освободител, Цветен квартал, Варна, Приморски, Варна, 9000, България",100
МБАЛ СВЕТИ ГЕОРГИ ПЕРНИК ООД,София (столица),СОФИЯ 19 рн ЛЮЛИН,СОФИЯ 19 рн ЛЮЛИН,"РАЙОН СОФИЯ 19 рн ЛЮЛИН, ул. 109 -та 19",ДОЦ. Д-Р СПАС НИКОЛОВ СПАСКОВ,,,,,,0
МБАЛ СВЕТИ ИВАН РИЛСКИ - 2003 ООД,Кюстендил,ДУПНИЦА,Дупница,ул. Иван Вазов 26,ЕНИ МИЛЧОВ ЛЕФТЕРОВ,0701/59500,42.3022572,23.1610483,nominatim_free,"Иван Вазов, Булгартабак - Бончук, Червен брег, Дупница, Кюстендил, 2620, България",95
МБАЛ СВЕТИ ИВАН РИЛСКИ ЕООД,Ямбол,ЕЛХОВО,Елхово,ул. Чаталджа 3,"ЙОРДАНКА ЯНЕВА КИРОВА-КАРЕВА, АНГЕЛИНА КИРИЛОВА ПАРАПАНOVA, ДИМИТЪР КОЛЕВ ПОМАКОВ, ВЕСЕЛИН ДИМИТРОВ КЪНЕВ","047888081,0893650160",42.177952,26.5808649,nominatim_free,"Чаталджа, ж.к. Изгрев, Елхово, Ямбол, 8700, България",45
МБАЛ СЕРДИКАМЕД ЕООД,София (столица),ГР.СОФИЯ,София,ул. Дамян Груев 6,"Д-Р МЕТОДИ ВАНГЕЛОВ ЯНКОВ, Д-Р МАРИЯ МЕТОДИЕВА ЯНКОВА, Д-Р ТИНКА АНГЕЛОВА ДАНЧЕВА","0888949958,02/9049100",42.696685,23.3138139,nominatim_free,"6, Дамян Груев, Център, София, Красно село, Столична, София-град, 1303, България",100
МБАЛ СЕРДИКАМЕД ЕООД,София (столица),СОФИЯ 18 рн ОВЧА КУПЕЛ,СОФИЯ 18 рн ОВЧА КУПЕЛ,База 2 жк Овча купел 2 бул. Президент Линкълн 128; База 1 жк Овча купел 1 ул. Монтевидео 21,"Д-Р МЕТОДИ ВАНГЕЛОВ ЯНКОВ, Д-Р МАРИЯ МЕТОДИЕВА ЯНКОВА, Д-Р ТИНКА АНГЕЛОВА ДАНЧЕВА","0888949958,02/9049100",,,,,0
МБАЛ СИЛИСТРА АД,Силистра,СИЛИСТРА,Силистра,"УЛ. ПЕТЪР МУТАФЧИЕВ 80; Град ГР.СИЛИСТРА, Силистра","ВАСИЛ ГЕОРГИЕВ СЛАВОВ, ЮЛИЯН НАЙДЕНОВ НАЙДЕНОВ, ДАНИЕЛА ДИМИТРОВА КОСТАДИНОВА","086818446,086823917,086818444",,,,,0
МБАЛ Св. Иван Рилски ЕООД Горна Оряховица,Велико Търново,ГОРНА ОРЯХОВИЦА,Горна Оряховица,ул. Отец Паисий 72,"ИВАН ДИМИТРОВ ИВАНОВ, МИРОЛЮБ ДИМИТРОВ КОЖУХАРОВ, Д-Р ГЕОРГИ ДИМИТРОВ ВАШКОВ","0618/60701,0878746490,0618/60260/22051",43.120019,25.6933965,nominatim_free,"Отец Паисий, ж.к. Пролет, Горна Оряховица, Велико Търново, 5100, България",55
МБАЛ Св. Иван Рилски ЕООД Козлодуй,Враца,КОЗЛОДУЙ,Козлодуй,ул. Св. Св. Кирил и Методий 1,"НИКОЛАЙ СТЕФАНОВ ДИМОВ, Д-Р ЮЛИЯН ЙОРДАНОВ ПЪРВОЛОВ, Д-Р БИЛЯНА СИМЕОНОВА СТОЯНОВСКА, Д-Р РУМЕН СТОЯНОВ ТИХОЛОВ, Д-Р ОЛГА ТОШЕВА НИКОЛОВА, Д-Р ДИЛЯН НИКИФОРОВ ПЕТРОВ, Д-Р ПЛАМЕН ТИХОМИРОВ ПЕТРОВ, Д-Р МОМЧИЛ ДЕНЕВ ИВАНОВ, Д-Р ЕМИЛ ВИКТОРОВ ГОГОШЕВ","0973/85200,0973/80714,0973/81211,0973/85214,0878690740",,,,,0
МБАЛ Св. Иван Рилски-Разград АД,Разград,РАЗГРАД,Разград,ул. Коста Петров 2,"СТАНИМИР КРАСИМИРОВ ГЕОРГИЕВ, АНГЕЛИНА МИТКОВА ЛИТЕВА, Д-Р ИВАН ПЕТРОВ ДИМИТРОВ, Д-Р МАРИН КЕРЧЕВ КЕРЧЕВ, Д-Р МАРИН КЕРЧЕВ КЕРЧЕВ, ГЕЧО ВЪЛКОВ ЖЕКОВ, Д-Р ГЕЧО ВЪЛКОВ ЖЕКОВ, ПЕТЪР ЯНКОВ ТОДОРОВ, ТЕОДОР ИВАНОВ ГАРВАЛОВ","084624554,084624321",43.5310432,26.5347824,overpass,"МБАЛ ""Св. Иван Рилски""",50
МБАЛ Света Каридад ЕАД Пловдив,Пловдив,ПЛОВДИВ,Пловдив,"бул. Никола Вапцаров 23А; бул. Александър Стамболийски 31, и","ВАСИЛ АНГЕЛОВ АНГЕЛОВ, ЕЛЕНА ВЕЛИНОВА ХРИСТЕВА","032/396902,032/968030,032/396900",42.2350078,24.8204797,nominatim_structured,"Никола Вапцаров, Калековец, Марица, Пловдив, 4147, България",55
МБАЛ Света Петка Българска ЕООД,Сливен,НОВА ЗАГОРА,Нова Загора,ул. Петко Енев 1,"АНТОАНЕТА ВАСИЛЕВА ИВАНОВА, БОГДАН КЪНЧЕВ БОГДАНОВ, Д-Р ДИАНА ЙОРДАНОВА МИРЧЕВА, Д-Р БОГДАН БОГДАНОВ, Д-Р НИКОЛАЙ ПЕТРОВ КОЛЕВ, Д-Р СВЕТОСЛАВ ТОДОРОВ СЛАВОВ, Д-Р ДИНКО КРЪСТЕВ ИВАНОВ, Д-Р СТАНКА НИКОЛОВА ИВАНОВА","0457/66790,0884/332100,0884/332128,0884/332133,0889/206841",42.4505788,25.9685978,nominatim_free,"Петко Енев, Стоил войвода, Нова Загора, Сливен, 8939, България",55
МБАЛ Свети Георги Перник ООД,Перник,ПЕРНИК,Перник,ул. Св. Св. Кирил и Методий 77,ДОЦ. Д-Р СПАС НИКОЛОВ СПАСКОВ,076/632359,42.6002506,22.958044,nominatim_free,"Св. св. Кирил и Методий, Кащерова махала, Батановци, Перник, 2340, България",55
МБАЛ Свети Мина Пловдив ЕООД,Пловдив,ПЛОВДИВ,Пловдив,"ул. Иван Вазов 59, ул. Весела 5","Д-Р КАЛИН ХРИСТОВ КАЛИНОВ, АЛЕКСАНДЪР ТОДОРОВ АНГЕЛОВ, НАДЕЖДА АСЕНОВА КРУМОВА, БОРИС АТАНАСОВ ДЖУРДЖЕВ, ГАЛИНА КАРАУЛАНОВА, ГЕНАДИ СТРАНДЖЕВ, ПЕТЪР ХРИСТОВ ПЕТРОВ, МАРИЯ ХРИСТОСКОВА ГОРЕВА","032/654819,032/654836,032/654800",42.2447161,24.7977576,nominatim_free,"Иван Вазов, Крислово, Марица, Пловдив, 4147, България",55
МБАЛ Свети Николай Чудотворец ЕООД Лом,Монтана,ЛОМ,ЛОМ,Тодор Каблешков 2,"Д-Р НИКОЛАЙ ЖИКОВ ТРИФОНОВ, Д-Р ГЕОРГИ ТОМОВ САВКОВ, Д-Р ГЕОРГИ ТОМОВ САВКОВ, ИВАЙЛО ХРИСТОВ ХРИСТОВ, ВАСИЛ МИЛУТИНОВ ВАСИЛЕВ, Д-Р ГЕОРГИ ТОМОВ САВКОВ","0971/60051,0971/66035",43.825637,23.2315091,nominatim_free,"Тодор Каблешков, кв. Калетата, Лом, Монтана, 3600, България",55
МБАЛ Свети Панталеймон-Плевен ООД,Плевен,ПЛЕВЕН,Плевен,"жк. Дружба, ул. Трите бора 24","СОНЯ ИВАНОВА МУКОВА-АТАНАСОВА, Д-Р ЕЛИЗА ЛЮБЕНОВА ГЕОРГИЕВА, ЙОРДАН ГЕОРГИЕВ ГЕОРГИЕВ","0889321219,064/872020,0888/928686",,,,,0
МБАЛ Свети Пантелеймон Пловдив ЕООД,Пловдив,ПЛОВДИВ,Пловдив,БУЛ. НИКОЛА ВАПЦАРОВ 9,"Д-Р КОНСТАНТИН ПАВЛОВ САПУНДЖИЕВ Д.М, АНТОАНЕТА ПЕЛОВА ПЕЛОВСКА-ГЕРДЖИКОВА, МАРКО АТАНАСОВ ГУГУШЕВ, ИЛИЯ АТАНАСОВ БАТАШКИ, ПЕТКО ИВАНОВ НЕДЕВ","0884129111,032603914",42.1273234,24.7296006,nominatim_free,"бул. Никола Вапцаров, Въстанически, Южен, Пловдив, 4004, България",55
МБАЛ Сити клиник - Свети Георги ЕООД гр. Монтана,Монтана,МОНТАНА,Монтана,бул. Александър Стамболийски 92,"ВИКТОР ВАЛЕРИЕВ АПОСТОЛОВ, Д-Р ДАВИД СЪБЕВ КАРАИЛИЕВ",0898773333,43.4044501,23.2262462,nominatim_free,"бул. Александър Стамболийски, кв. Огоста, Монтана, 3400, България",55
МБАЛ ТРАКИЯ ЕООД,Стара Загора,СТАРА ЗАГОРА,Стара Загора,бул. Патриарх Евтимий 84 и ул. Дунав 1,Д-Р ИВАН МИЛАНОВ ЗЛАТКОВ,"042/988988,042/987777",,,,,0
МБАЛ ТУТРАКАН ЕООД,Силистра,ТУТРАКАН,Тутракан,УЛ. ТРАНСМАРИСКА 101,"БОГОМИЛ ПЕТРОВ БОЙЧЕВ, КРЪСТЮ МИХАЙЛОВ КРЪСТЕВ, ЛЮБОМИР ПЕТРОВ БОЙЧЕВ, НЕДКА ГЕОРГИЕВА ЦВЕТКОВА, ВЕСЕЛИН ЙОРДАНОВ ХРИСТОВ, СВЕТЛАНА ВЕЛИКОВА ПЕТКОВА","086660454,0866/61938,0857/60078,085760078,086660078",,,,,0
МБАЛ Теодоси Витанов ЕООД Трявна,Габрово,ТРЯВНА,Трявна,ул. Лясков дял 1,"ТАТЯНА СТЕФАНОВА СТАНЧЕВА, СВЕТЛА ИВАНОВА БРЪНЕКОВА","0677/62167,0677/2104",42.8685509,25.4881026,nominatim_free,"1А, Лясков дял, кв. Качаунска махала, кв. Хитревци, Койчовци, Трявна, Габрово, 5350, България",90
МБАЛ Тетевен ЕООД,Ловеч,ТЕТЕВЕН,Тетевен,Д.Благоев 62,"МИХАИЛ НЕНОВ НИКОЛОВСКИ, МАДЛЕНА ЦВЕТАНОВА БОЯДЖИЕВА-НИЧЕВА, НЕВЕЛИНА ВАСИЛЕВА ГАНЕВА","0892602778,0678/52141",,,,,0
МБАЛ Тримонциум ООД Пловдив,Пловдив,ПЛОВДИВ,Пловдив,ул. Крали Марко 17; ул. Цар Борис ІІІ Обединител 126,Д-Р СВЕТОСЛАВ ИЛИЕВ ИЛИЕВ,"0882351708,032/632077",42.0606653,24.704846,nominatim_free,"Крали Марко, Марково, Родопи, Пловдив, 4116, България",55
МБАЛ Уни Хоспитал ООД,Пазарджик,ПАНАГЮРИЩЕ,Панагюрище,УЛ. ГЕОРГИ БЕНКОВСКИ 100,"ЦВЕТОЛЮБ МИТЕВ МАРИНОВ, РУМЯНА ТОДОРОВА ВЪЛКОВА, СИЛВИ КИРИЛОВ ПЕТРОВ, АНГЕЛ ПЕТРОВ ПРОДАНОВ, КРАСИМИРА СПАСОВА ЧАЧОВА-РАНЧЕВА, ЯВОР НИКОЛАЕВ ДРЕНСКИ, СНЕЖАНА ТОДОРОВА ТУХЧИЕВА, ЙОРДАН ТОДОРОВ БОЯДЖИЕВ, СТЕФАЛИН АЛЕКСАНДРОВ ПОПОВ, МАЯ ДИМИТРОВА ВЛАЙКОВА, ЛЮБОМИР ДИМИТРОВ ЙОРДАНОВ, БИЛЯНА НИКОЛАЕВА ПЕНЕВА - СТОЯНОВА, ЛУЧИЯ АЛЕКСАНДРОВА ДОБРЕВА, БОРИСЛАВ ГЕОРГИЕВ АЦЕВ, МИХАИЛ ПАНАЙОТОВ ХРИСТОВ","0357/62372,0357/67074,0357/88542",,,,,0
МБАЛ ХИГИЯ АД,Пазарджик,ПАЗАРДЖИК,Пазарджик,ул. Св. Иван Рилски 3,ЦВЕТЕЛИНА СТАЙКОВА СПИРИДОНОВА,,,,,,0
МБАЛ ХИГИЯ-СЕВЕР ООД,Пазарджик,ПАЗАРДЖИК,Пазарджик,ул. Свобода 17,"ЦВЕТЕЛИНА СТАЙКОВА СПИРИДОНОВА, ГЕОРГИ ДРАГАНОВ ГЕРОВ, ГЕОРГИ ДИМИТРОВ АНДОНОВ, СТАЙКО ИВАНОВ СПИРИДОНОВ","034/446930, 034/444709, 034/446935",42.2024695,24.3379541,nominatim_free,"Свобода, ж.к. Младост, Пазарджик, 4400, България",45
МБАЛ Хаджи Димитър ООД,Сливен,СЛИВЕН,Сливен,ул. Димитър Пехливанов 5,"Д-Р ПЕНКО МИНЧЕВ ПЕНКОВ, МИЛЕН ПЕНКОВ ПЕНКОВ, ГЕРГАНА ПЕНКОВА АЛЕКСАНДРОВА",044/618502,42.6813975,26.3069361,nominatim_free,"Димитър Пехливанов Добрович, Център, кв. Комлука, Сливен, 8801, България",55
МБАЛ Хаджи Димитър ООД,Сливен,СЛИВЕН,Сливен,бул. Хаджи Димитър 19,"Д-Р ПЕНКО МИНЧЕВ ПЕНКОВ, МИЛЕН ПЕНКОВ ПЕНКОВ, ГЕРГАНА ПЕНКОВА АЛЕКСАНДРОВА",044/618502,42.6783029,26.3189413,nominatim_free,"19, бул. Хаджи Димитър, Център, кв. Клуцохор, Сливен, 8800, България",100
МБАЛ Христо Ботев АД Враца,Враца,ОРЯХОВО,Оряхово,ул. Архитект Цолов 98,"Д-Р КЕТИ ДИТКОВА ЦЕНОВА-СРЕДКОВА, ВЛАДИСЛАВ ХРИСТОВ ИВАНОВ, ОРЛИН ВЕСЕЛИНОВ ЦВЕТКОВ, СВЕТОЗАР БОРИСОВ ЛУКАНОВ, Д-Р ПЕТЪР ЙОРДАНОВ КЕРЕМЕДЧИЕВ, ЕВГЕНИ ГЕОРГИЕВ ЛЮБЕНОВ","092/665110, 0884709012",,,,,0
МБАЛ Христо Ботев АД Враца,Враца,ВРАЦА,Враца,бул. Втори юни 66,"Д-Р КЕТИ ДИТКОВА ЦЕНОВА-СРЕДКОВА, ВЛАДИСЛАВ ХРИСТОВ ИВАНОВ, ОРЛИН ВЕСЕЛИНОВ ЦВЕТКОВ, СВЕТОЗАР БОРИСОВ ЛУКАНОВ, Д-Р ПЕТЪР ЙОРДАНОВ КЕРЕМЕДЧИЕВ, ЕВГЕНИ ГЕОРГИЕВ ЛЮБЕНОВ","092/665110, 0884709012",43.1963546,23.5590234,nominatim_free,"МБАЛ „Христо Ботев"", 66, бул. Втори юни, кв. Химик, Враца, 3001, България",90
МБАЛ Царица Йоанна-Провадия ЕООД,Варна,ПРОВАДИЯ,Провадия,ул. Желез Йорданов 1,"Д-Р АНТОАНЕТА ЖЕЛЯЗКОВА ГЕОРГИЕВА, АНГЕЛ АТАНАСОВ ИВАНОВ, ЕЛЕНА ЛИЛКОВА ОВЧАРОВА, Д-Р СВЕТОСЛАВ НЕДЕЛЧЕВ НЕДЕЛЧЕВ",0518/42032,43.1773576,27.4376316,nominatim_free,"Желез Йорданов, Провадия, Варна, 9200, България",55
МБАЛ Централ онко хоспитал ООД Пловдив,Пловдив,ПЛОВДИВ,Пловдив,бул. Васил Априлов 20,"Д-Р НАДЕЖДА АСЕНОВА КРУМОВА-МИХАЙЛОВА, Д-Р ЗАПРИН ТОДОРОВ ПЕПЕОВ","032/990007, 0877734307",42.1615858,24.7297188,nominatim_free,"бул. Васил Априлов, Захарна фабрика, Северен, Пловдив, 4020, България",95
МБАЛ Юлия Вревска Бяла ЕООД,Русе,БЯЛА,Бяла,ул. Васил Левски 62,"ДИМИТЪР ГЕОРГИЕВ ДИМИТРОВ, ЗДРАВКА МЛАДЕНОВА АРАБАДЖИЕВА, БОТЬО ИЛИЕВ БОТЕВ","0817/71236, 0817/73504",43.4600238,25.7449561,nominatim_free,"Васил Левски, Бяла, Русе, 7100, България",55
МБАЛ д-р Димитър Павлович ЕООД Свищов,Велико Търново,СВИЩОВ,Свищов,ул. Петър Ангелов 18,"ИЛИЯН ВЕНКОВ ГЕОРГИЕВ, Д-Р ЛЪЧЕЗАР ИВАНОВ МИХАЙЛОВ, ГАВРАИЛ ПЕТРОВ ГЕВЕЗОВ, ЕВГЕНИЙ БОРИСОВ МИТАНОВ, ВЕНЦИСЛАВ ДИМИТРОВ МИХОВ, ПЛАМЕН ЦВЕТАНОВ ПЕЛОВ","0631/60762, 0631/60661, 0631/60732, 0631/69333",43.6153518,25.3440075,nominatim_free,"Петър Ангелов, Свищов, Велико Търново, 5250, България",55
МБАЛ-Пловдив към ВМА София,Пловдив,ПЛОВДИВ,Пловдив,бул. Христо Ботев 81,"АНГЕЛ ТЕОФИЛОВ ГОЗМАНОВ, АНГЕЛ ХАРАЛАМБИЕВ ПЕЕВ, АТАНАС ЙОРДАНОВ КАЛЧЕВ, ЕЛЕНА ЛЮБОМИРОВНА ОПИНЧЕВА","032/609865, 032/609878, 032/631365, 032/609800",42.1363689,24.7570999,nominatim_free,"Гирос Оригинал, 81, бул. Христо Ботев, Военна болница, Централен, Пловдив, 4000, България",100
МБАЛ-Раковски ЕООД,Пловдив,РАКОВСКИ,Раковски,ул. Михаил Добромиров 1,"Д-Р ИВАН ЙОСИФОВ ТОМБАШКИ, ГЕРГАНА ТОДОРОВА МАНОЛОВА, ПЕТЪР СТОЯНОВ МУХОВСКИ","03151/2445, 03151/2197",42.2822271,24.9404338,nominatim_free,"Михаил Добромиров, Квартал Генерал Николаево, Раковски, Пловдив, 4150, България",95
МБАЛ-БЕЛЕНЕ ЕООД,Плевен,БЕЛЕНЕ,Белене,ул. Гео Милев 47,"Д-Р НАТАЛИЯ ВАСИЛЕВНА МАДОВА, ПЕТЪР ГОСПОДИНОВ, ЕВГЕНИЯ ПЕТРОВА ИВАНОВА","0658/34984, 0889311587, 0887882524",43.6457578,25.1135651,nominatim_free,"Гео Милев, Белене, Плевен, 5930, България",45
МБАЛ-БЕРКОВИЦА ЕООД,Монтана,БЕРКОВИЦА,Берковица,ул. Александровска 65,"АТАНАС КИРИЛОВ ГЕОРГИЕВ, ИВАН ИЛИЕВ ФЛОРЕСКОВ, ГЕОРГИ ТОМОВ САВКОВ, ЮЛИЯ ВЕСЕЛИНОВА, Д-Р ПЕНКО МЛАДЕНОВ БОГДАНОВ","0953/88013, 0953/88006",43.2351094,23.1328937,nominatim_free,"Александровска, ж.к. Изгрев, Берковица, Монтана, 3500, България",45
МБАЛ-ГУЛЯНЦИ ЕООД,Плевен,ГУЛЯНЦИ,Гулянци,ул. Васил Левски 34,Д-Р АНДРИАН МИТКОВ ЯКОВ,"06561/3079, 0887519571",43.6395594,24.6957082,nominatim_free,"МБАЛ Гулянци, 34, Васил Левски, Гулянци, Плевен, България",100
МБАЛ-Добрич АД,Добрич,ДОБРИЧ-ГРАД,Добрич,ул. Панайот Хитов 24,"Д-Р ГЕОРГИ МИТКОВ ЖЕЛЯЗКОВ, ЖАНИНА ПЕТРОВА КАЛИНКОВА-ДИНОВСКА, МАРИЯН ИВАНОВ АНАНИЕВ, КРАСИМИР ЖЕЛЕВ НИКОЛОВ, ТРИФОН ВЛАДИМИРОВ ЙОРДАНОВ, СВЕТОЗАР БАЙЧЕВ ПЕТРОВ","058/600160, 058/600414",43.5619362,27.8170904,nominatim_free,"24, Панайот Хитов, ЦГЧ, Добрич, 9300, България",100
МБАЛ-Исперих ЕООД,Разград,ИСПЕРИХ,Исперих,ул. Ахинора 39,"ИВАН ВАСИЛЕВ ГАЙДАРОВ, МУРТАЗА ХЮСЕИНОВ МОКАНОВ, Д-Р ЛИЛЯНА ПЕТРОВА ПЕТРОВА, АБДУЛАХ ЗАРГАР ШАБЕСТАРИ","08431/2601, 0893035206, 08331/2517",43.7133881,26.8375688,nominatim_free,"Ахинора, Исперих, Разград, България",45
МБАЛ-КНЕЖА ЕООД,Плевен,КНЕЖА,Кнежа,ул. Марин Боев 4,"Д-Р АЛЕКСАНДАР НОВЕСКИ, ЛИЛЯНА АТАНАСОВА ХРИСТОВА, ВАЛЕРИ ПЛАМЕНОВ ЛАЧОВСКИ, Д-Р ВЕЛИЗАР ДИМИТРОВ ДИЛОВ, ДИМИТЪР СТОЯНОВ КУЦАРОВ, Д-Р СВЕТЛАНА КИРИЛОВА ТОДОРОВА-ЦЕКОВА","09132/7501, 0878972510, 0885446283",43.4973139,24.0816106,nominatim_free,"Марин Боев, Кнежа, Плевен, 5835, България",55
МБАЛ-Кубрат ЕООД,Разград,КУБРАТ,Кубрат,ул. Княз Борис I 12,"ЛЕМАН САЛИМОВА БАЛКАНДЖИЕВА, ПАВЛИНА ДИМИТРОВА МИЧЕВА","0848/73223, 0878368869, 0879918100",43.7896507,26.5013328,nominatim_free,"Княз Борис I, Индустриална Зона Юг, Кубрат, Разград, 7300, България",55
МБАЛ-ЛЕВСКИ ЕООД,Плевен,ЛЕВСКИ,Левски,ул. Н. Вапцаров 5,"ЕВГЕНИЯ ПЕТРОВА ИВАНОВА, ЛЮДМИЛ ВЕЛИКОВ ВЕЛИКОВ, Д-Р ВАЛЕНТИН ГЕОРГИЕВ ДИМИТРОВ, Д-Р ДИМИТЪР МАРИНОВ ИВАНОВ, Д-Р ДРАГОШ БОГДАНОВ МЕТОДИЕВ","0878210155, 0888866808, 0650/82881, 0650/82248",,,,,0
МБАЛ-НИКОПОЛ ЕООД,Плевен,НИКОПОЛ,Никопол,ул. Александър Стамболийски 27,"Д-Р ЙОАНА ГЕОРГИЕВА ИВАНОВА, КОСТА ИВАНОВ КОСТОВ, АНА БОРИСОВА ИВАНОВА, МЕЛИАНА ЖЕКОВА АЛШАРГАБИ, КРАСИМИР СИМЕОНОВ ЕВТИМОВ","06541/2518, 06541/2329, 0878581877, 0878202716",43.7072836,24.9034263,nominatim_free,"Александър Стамболийски, Никопол, Плевен, 5940, България",55
МБАЛ-ПЗ АД,Пазарджик,ПАЗАРДЖИК,Пазарджик,ул. Болнична 15,"КРАСИМИР МАНОЛОВ ТЕМНИЛОВ, ПЕТКО МИТКОВ МИТЕВ, ПЕНКО СТЕФАНОВ КАЦАРСКИ, ВАСИЛ КОСТОВ ВЪЛЧЕВ","034/408600, 034/408601, 034/408766, 034/408767",42.1792,24.3417542,nominatim_free,"Болнична, ж.к. Марица, Пазарджик, 4400, България",45
МБАЛ-СЛИВЕН към ВМА-СОФИЯ,Сливен,СЛИВЕН,Сливен,ул. Пушкин 2,"Д-Р ИЛИЯН ДИМИТРОВ КОМИТОВ, Д-Р ВАСИЛ СОТИРОВ КЬОСЕВ, Д-Р КАЛИН СТОЯНОВ КЪНЕВ, Д-Р КРАСИМИР ТАНЕВ ПЕНЧЕВ",044/667166,42.6780589,26.3338812,nominatim_free,"Александър С. Пушкин, кв. Руски, Сливен, 8800, България",45
МБАЛ-Света Петка АД - Видин,Видин,ВИДИН,Видин,ул. Цар Симеон Велики 119,"Д-Р ИВЕТА ГЕНКОВА НАЙДЕНОВА, Д-Р ЛЪЧЕЗАР ВЕЛКОВ БЛАЖЕВ, Д-Р ЦВЕТАН ИВАНОВ ВАСИЛЕВ, Д-Р ВИОЛЕТА ИЛИЕВА ДОЧКОВА",094/606025,43.9969127,22.8773112,nominatim_free,"МБАЛ ""Света Петка"", 119, Цар Симеон Велики, ж.к. Възраждане, Видин, 3701, България",100
МБАЛ-ЧЕРВЕН БРЯГ ЕООД,Плевен,ЧЕРВЕН БРЯГ,Червен Бряг,ул. Яне Сандански 61,"ИВАН НИКОЛОВ НОВКИРИШКИ, ГЕОРГИ НИКОЛОВ ГЕОРГИЕВ, ЦВЕТАН КОСТАДИНОВ ДИМИТРОВ, НИКОДИМ ТОТЕВ НИНОВ, КАМЕН ПЕТРОВ ВЛАХОВ, МЕЛИАНА ЖЕКОВА АЛШАРГАБИ, Д-Р ВАЛЕРИЙ ДИМИТРОВ ЖЕЛЯЗКОВ, АЛЕКСАНДЪР НИКОЛОВ КАРАГЕОРГИЕВ","0659/92766, 0886031355, 0879005659",43.2754934,24.0929119,nominatim_free,"Яне Сандански, ж.к. Победа, Вилна зона, Червен бряг, Плевен, 5980, България",45
МБАЛ-ЧИРПАН ЕООД,Стара Загора,ЧИРПАН,Чирпан,ул. Яворов 19,Д-Р НЕДЕЛЧО РАДЕВ ТОТЕВ,0416/94163,42.2002612,25.3303386,nominatim_free,"Пейо Крачолов Яворов, ж.к. Младост, Чирпан, Стара Загора, България",45
МБАЛНП СВ. НАУМ ЕАД СОФИЯ,София (столица),СОФИЯ 08 рн ИЗГРЕВ,СОФИЯ 08 рн ИЗГРЕВ,бул. Цариградско шосе IV-ти километър ул. д-р Любен Русев 1,"АКАД. ПРОФ. Д-Р ИВАН ГОСПОДИНОВ МИЛАНОВ, ПАРАСКЕВА КОСТОВА СТАМЕНОВА","02/9702102, 02/8709309",,,,,0
МБПЛ Иван Раев -Сопот ЕООД,Пловдив,СОПОТ,Сопот,ул. Трети март 20,Д-Р СТЕФАН КИРИЛОВ АНАСТАСОВ,"03134/7966, 0887775533",,,,,0
МБПЛР СЕРДИКА ЕООД,София (столица),СОФИЯ 18 рн ОВЧА КУПЕЛ,СОФИЯ 18 рн ОВЧА КУПЕЛ,бул. Монтевидео 21,"Д-Р ВИОЛЕТА ТОНЧЕВА МАГАЕВА, Д-Р МЕТОДИ ВАНГЕЛОВ ЯНКОВ, Д-Р СПАС ИГНАТОВ ИГОВ",0888949958,,,,,0
МБПЛР Стамболийски ЕООД,Пловдив,СТАМБОЛИЙСКИ,Стамболийски,бул. Дунав 43,"МАРИЯ ГЕОРГИЕВА ГАНЧЕВСКА-ЦАРЕВА, Д-Р НИКОЛАЙ СТАНЧЕВ СТАНЧЕВ","0339/62296, 0888534323, 0339/62434, 0888836428",,,,,0
МБПЛР Стамболийски ЕООД,Пловдив,СТАМБОЛИЙСКИ,Стамболийски,бул. Марица 31,"МАРИЯ ГЕОРГИЕВА ГАНЧЕВСКА-ЦАРЕВА, Д-Р НИКОЛАЙ СТАНЧЕВ СТАНЧЕВ","0339/62296, 0888534323, 0339/62434, 0888836428",,,,,0
МДЦ ВИЗИОДЕНТ ЕООД,Пловдив,АСЕНОВГРАД,Асеновград,ул. Съединение 17 и,Д-Р ПЕТКО ГЕОРГИЕВ ПЕТРОВ,0898320012,42.0048794,24.8731531,nominatim_structured,"Съединение, Асеновград, Пловдив, 4230, България",45
МДЦ ВИЗИОДЕНТ ЕООД,Пловдив,АСЕНОВГРАД,Асеновград,ул. Съединение 13 и,Д-Р ПЕТКО ГЕОРГИЕВ ПЕТРОВ,0898320012,42.0048794,24.8731531,nominatim_structured,"Съединение, Асеновград, Пловдив, 4230, България",45
МДЦ НЕВРОКОП ООД,Благоевград,ГОЦЕ ДЕЛЧЕВ,Гоце Делчев,ул. Стара Планина 7,ГЕОРГИ НИКОЛОВ МЕГДАНОВ,"0751/60222, 0899/941357",41.5766172,23.7262539,nominatim_free,"Стара планина, Гоце Делчев, Благоевград, 2900, България",55
