Наименование,Област,Община,Населено място,Адрес,Управител,Телефон,lat,lng,provider,display_name,quality_score
МЕДИЦИНСКИ ЦЕНТЪР БАЛКАНМЕД ООД,София (столица),СОФИЯ 04 рн ОБОРИЩЕ,СОФИЯ 04 рн ОБОРИЩЕ,ул. Струма 6,"Д-Р МИХАЕЛА ВАСКОВА ПЕТРОВА, Д-Р ВИКТОР АСПАРУХОВ КАМБУРОВ",0889313050,,,,,0
МЕДИЦИНСКИ ЦЕНТЪР СВЕТЛИНА ЕООД,София (столица),СОФИЯ 05 рн СЕРДИКА,СОФИЯ 05 рн СЕРДИКА,бул. Княгиня Мария Луиза 191,СТЕФАН НЕДКОВ НЕДЕВ,,,,,,0
МИ МВР СОФИЯ,София (столица),СОФИЯ 02 рн КРАСНО СЕЛО,СОФИЯ 02 рн КРАСНО СЕЛО,бул. Ген. М. Скобелев 79,"ПРОФ. Д-Р НЕНЧО ПЕТРОВ СМИЛОВ, ГЕНО КИРОВ КИРОВ, ПРОФ. Д-Р ДАНИЕЛА ВАЛЕНТИНОВА МОНОВА, ДОЦ. Д-Р ИЛИЯ АТАНАСОВ БАТАШКИ",02/9821509,,,,,0
МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ СЪРЦЕ И МОЗЪК ЕАД,Плевен,ПЛЕВЕН,Плевен,ул. Пиер Кюри 2,"ЛЮБА МАРТИНОВА МИТЕВА-ВАСИЛЕВА, ЕЛЕНА ГЕОРГИЕВА НОЕВА",0878859167,43.4100992,24.6078583,nominatim_free,"2, Пиер Кюри, 9-ти квартал, Централна градска част, Плевен, 5800, България",100
МС Здраве Пазарджик,Пазарджик,ПАЗАРДЖИК,Пазарджик,ул. Константин Величков 50,"МАРИАНА ИВАНОВА ДИНКОВА, ЦВЕТАНКА ПЕТРОВА ЛЕПАРОВА, ЙОРДАН ЛЮБЕНОВ ПЕЛЕВ, СТОИЛ ГЕОРГИЕВ АПОСТОЛОВ",034/406133,42.5122021,24.1809738,nominatim_free,"Константин Величков, Панагюрище, Пазарджик, 4500, България",95
МТБ-Пловдив,Пловдив,ПЛОВДИВ,Пловдив,ул. Колхида - продължение,"Д-Р ПЛАМЕН ДИМИТРОВ ПАВЛОВ, ПЛАМЕНКА АНАСТАСОВА КАРАКАШЕВА, НИКОЛАЙ ЗАБУНОВ, ОГНЯН АЛЕКСАНДРОВ НАЙДЕНОВ","032/674658, 032/674659",,,,,0
МЦ - ХИПОКРАТ ООД,Кюстендил,ДУПНИЦА,Дупница,пл. Свобода 1 и 204,"БОЙКО ГЕОРГИЕВ КЮЧУКОВ, БОРИСЛАВ ЙОРДАНОВ СОКОЛОВ","0701/52433, 0887517652",42.2646808,23.117276,nominatim_free,"площад ""Свобода"", кв. Възход, Дупница, Кюстендил, България",40
МЦ АВАНГАРД 1 ЕООД,Пловдив,ПЛОВДИВ,Пловдив,ул. Знаме 4А,Д-Р МАРИНА СТЕФАНОВА ГРОЗДЕВА,0899176363,42.1449832,24.7230545,nominatim_free,"Знаме, Гарнизонна фурна, Западен, Пловдив, 4002, България",65
МЦ АСКЛЕПИЙ ООД,Кюстендил,САПАРЕВА БАНЯ,Сапарева Баня,ул. Германея 38,КРУМ БОГДАНОВ БОНЕВ,0701/50616,42.2881935,23.2537851,nominatim_free,"Аква клуб ""Котвата"", 38А, Германея, Сапарева баня, Кюстендил, 2650, България",90
МЦ АСКЛЕПИЙ ООД,Кюстендил,ДУПНИЦА,Дупница,пл. Свобода 1,КРУМ БОГДАНОВ БОНЕВ,0701/50616,42.2646808,23.117276,nominatim_free,"площад ""Свобода"", кв. Възход, Дупница, Кюстендил, България",40
МЦ АСКЛЕПИЙ ООД,Кюстендил,ДУПНИЦА,Дупница,ул. Солун 4,КРУМ БОГДАНОВ БОНЕВ,0701/50616,42.2659242,23.1188281,nominatim_free,"Солун, кв. Люляк, Дупница, Кюстендил, 2604, България",85
МЦ БЕТА КЛИНИК ООД,София (столица),СОФИЯ 09 рн ЛОЗЕНЕЦ,СОФИЯ 09 рн ЛОЗЕНЕЦ,бул. Черни Връх 14,"РОСЕН СИЛВИЕВ ГЕОРГИЕВ, РОСЕН СИЛВИЕВ ГЕОРГИЕВ ЧРЕЗ ПЪЛНОМОЩНИК КАЛИНА МИЛКОВА МИХАЙЛОВА",0884923192,,,,,0
МЦ ВЕРЕЯ ЕООД,Стара Загора,СТАРА ЗАГОРА,Стара Загора,бул. Митрополит Методий Кусев 9 и,ДОЦ. Д-Р ДИМИТЪР НИКОЛОВ ДЖЕЛЕБОВ,042/601460,,,,,0
МЦ ВЕРЕЯ ЕООД,Стара Загора,СТАРА ЗАГОРА,Стара Загора,ул. Кенали 4,ДОЦ. Д-Р ДИМИТЪР НИКОЛОВ ДЖЕЛЕБОВ,042/601460,42.4367128,25.6277842,nominatim_free,"Кенали, кв. Васил Левски, Стара Загора, 6008, България",45
МЦ ВЕРЕЯ ЕООД,Стара Загора,КАЗАНЛЪК,Казанлък,ул. Александър Батенберг 1,ДОЦ. Д-Р ДИМИТЪР НИКОЛОВ ДЖЕЛЕБОВ,042/601460,42.6185876,25.3940305,nominatim_free,"Lilly, 1, Княз Александър Батенберг, Казанлък, Стара Загора, 6100, България",100
МЦ ВЕРЕЯ ЕООД,Стара Загора,КАЗАНЛЪК,Казанлък,ул. Стара Планина 12,ДОЦ. Д-Р ДИМИТЪР НИКОЛОВ ДЖЕЛЕБОВ,042/601460,42.6219025,25.3877961,nominatim_free,"кафе ""Червено и черно"", 12, Стара планина, ж.к. Васил Левски, Казанлък, Стара Загора, 6100, България",100
МЦ ВИЗИО-ЛМ,Благоевград,БЛАГОЕВГРАД,Благоевград,ул. Шар Планина 26А,ЙОРДАН ЛЮБЕНОВ ТУМБЕВ,0885/755607,42.0233507,23.0853809,nominatim_free,"Шар планина, ж.к. Освобождение, Благоевград, 2700, България",45
МЦ ВИЗИО-ЛМ,Благоевград,БЛАГОЕВГРАД,Благоевград,ул. Мара Бунева 5,ЙОРДАН ЛЮБЕНОВ ТУМБЕВ,0885/755607,42.0194935,23.094055,nominatim_free,"Мара Бунева, кв.Вароша, Благоевград, 2700, България",55
МЦ Вита Медика ЕООД,Разград,РАЗГРАД,Разград,ул. Странджа 9,ЕВГЕНИЯ АНДРЕЕВА КЕРЧЕВА,"0898492315, 084/656656",43.5297836,26.5205932,nominatim_free,"""Вита Медика"" ЕАД, 9, бул. Странджа, кв. Варош, Разград, 7200, България",90
МЦ Вита Медика ЕООД,Разград,РАЗГРАД,Разград,бул. Бели Лом 56,ЕВГЕНИЯ АНДРЕЕВА КЕРЧЕВА,"0898492315, 084/656656",43.5310432,26.5347824,overpass,"МБАЛ ""Св. Иван Рилски""",50
МЦ Витамед ЕООД,Пловдив,КАРЛОВО,Карлово,ул. Ген. Карцов 36 и,"Д-Р СТАНИМИР МАРИНОВ ЧЕШМЕДЖИЕВ, ВЕРКА ВЕЛЕВА ДОНЧЕВА","0335/92104, 0335/98872",42.6436452,24.7931224,nominatim_structured,"Ген. Карцов, кв. Бадемлика, Карлово, Пловдив, 4300, България",55
МЦ Витамед ЕООД,Пловдив,КАРЛОВО,Карлово,ул. Тодор и Ана Пулеви 18 2 и 3,"Д-Р СТАНИМИР МАРИНОВ ЧЕШМЕДЖИЕВ, ВЕРКА ВЕЛЕВА ДОНЧЕВА","0335/92104, 0335/98872",42.6397684,24.8050476,nominatim_free,"Тодор и Ана Пулеви, Карлово, Пловдив, 4300, България",95
МЦ Витамед ЕООД,Пловдив,КАРЛОВО,Карлово,ул. Ген. Гурко Мархолев 3,"Д-Р СТАНИМИР МАРИНОВ ЧЕШМЕДЖИЕВ, ВЕРКА ВЕЛЕВА ДОНЧЕВА","0335/92104, 0335/98872",42.6448182,24.7998817,nominatim_free,"Генерал Гурко Мархолев, кв. Бадемлика, Карлово, Пловдив, 4300, България",95
МЦ Д-Р НИКОЛА ВАСИЛИЕВ ЕООД,Кюстендил,КЮСТЕНДИЛ,Кюстендил,пл. 17-ти януари 1,"БОРИСЛАВ АЛЕКСАНДРОВ БОРИСОВ, ЕМИЛ ЗИНОВИЕВ ЛАЗОВ, ЛЮДМИЛ СТОЯНОВ СПАСОВ, РУМЯНА ИВАНОВА ВАСЕВА",078/550261,42.2812141,22.6889261,nominatim_free,"Община Кюстендил, 1, Площад Велбъжд, Площад ""Велбъжд"", кв. Колуша, Кюстендил, 2500, България",75
МЦ Д-Р НИКОЛА ВАСИЛИЕВ ЕООД,Кюстендил,КЮСТЕНДИЛ,Кюстендил,ул. Яворов 6 к-ти 98 99 109 219 и 405,"БОРИСЛАВ АЛЕКСАНДРОВ БОРИСОВ, ЕМИЛ ЗИНОВИЕВ ЛАЗОВ, ЛЮДМИЛ СТОЯНОВ СПАСОВ, РУМЯНА ИВАНОВА ВАСЕВА",078/550261,42.2703853,23.189316,nominatim_free,"Яворов, Ресилово, Сапарева баня, Кюстендил, 2621, България",45
МЦ ЗА ОЧНО ЗДРАВЕ ФОКУС ЕООД,София (столица),СОФИЯ 03 рн ВЪЗРАЖДАНЕ,СОФИЯ 03 рн ВЪЗРАЖДАНЕ,ул. Българска морава 123,Д-Р АНЕТА ЛУКАНОВА МИШЕВА,02/9834581,,,,,0
МЦ Здраве Разград ООД,Разград,РАЗГРАД,Разград,ул. В. Левски 1,"НИКОЛАЙ СТЕФАНОВ КОЛЕВ, Д-Р АННА АЛЕКСИЕВА, Д-Р ЕЛЕНА ВАСИЛЕВА МАРИНОВА, НИКОЛА САИД АШКАР","0899875187, 084/316826, 084/316825, 084/662582, 0889834323",43.5310432,26.5347824,overpass,"МБАЛ ""Св. Иван Рилски""",50
МЦ КЛИНИКА СВЕТА МАРИЯ МАГДАЛЕНА ЕООД,София (столица),СОФИЯ 04 рн ОБОРИЩЕ,СОФИЯ 04 рн ОБОРИЩЕ,ул. Бяло море 25,Д-Р КРУМ ПЕТРОВ КРУМОВ,"0888755348, 0887513634",,,,,0
МЦ КЛИНИКА СВЕТА МАРИЯ МАГДАЛЕНА ЕООД,София (столица),СОФИЯ 10 рн ТРИАДИЦА,СОФИЯ 10 рн ТРИАДИЦА,ул. д-р Стефан Сарафов 72,Д-Р КРУМ ПЕТРОВ КРУМОВ,"0888755348, 0887513634",,,,,0
МЦ Литомед ООД,Пловдив,ПЛОВДИВ,Пловдив,бул. Ал. Стамболийски 31,"Д-Р ВАСИЛ ЛИЛЯНОВ ИВАНОВ, ЗДРАВКО КАБАДОЗОВ","032/668566, 0888199071, 0888397806",,,,,0
МЦ Литомед ООД,Пловдив,РОДОПИ,Браниполе,Местност Герена 020 Г,"Д-Р ВАСИЛ ЛИЛЯНОВ ИВАНОВ, ЗДРАВКО КАБАДОЗОВ","032/668566, 0888199071, 0888397806",,,,,0
МЦ Луксор EООД,Пловдив,ПЛОВДИВ,Пловдив,бул. България 59,"Д-Р ДИМИТЪР ГЕОРГИЕВ ТАСКОВ, НИНА СТАНЕВА СТОЯНОВА",032/968881,42.1587271,24.7395936,nominatim_free,"Очна Клиника ""Луксор"", 59, бул. България, Герджика, Северен, Пловдив, 4003, България",90
МЦ Луксор EООД,Пловдив,ПЛОВДИВ,Пловдив,бул. България 47А 3 4 и 5,"Д-Р ДИМИТЪР ГЕОРГИЕВ ТАСКОВ, НИНА СТАНЕВА СТОЯНОВА",032/968881,,,,,0
МЦ Надежда ООД,Благоевград,БЛАГОЕВГРАД,Благоевград,жк Запад 11,НАДЕЖДА ВЕСЕЛИНОВА КОСТАДИНОВА-ГОЦЕВА,"073/833192, 0897978363",42.0183814,23.0841236,nominatim_free,"бл. 11, ж.к. Запад, Благоевград, 2700, България",85
МЦ ОЧЕН ЛАЗЕРЕН ЦЕНТЪР ВИЖЪН ЕООД,София (столица),СОФИЯ 02 рн КРАСНО СЕЛО,СОФИЯ 02 рн КРАСНО СЕЛО,ул. Виктор Григорович 8,"ЕЛЕНА НЕЙЧЕВА КУМБИЕВА, ЕЛЕНА АТАНАСОВА ДАРДЖИКОВА, ЕЛЕНА АТАНАСОВА ПЕШЕВА",02/9515037,,,,,0
МЦ ОЧЕН ЛАЗЕРЕН ЦЕНТЪР ВИЖЪН ЕООД,София (столица),СОФИЯ 14 рн ИСКЪР,СОФИЯ 14 рн ИСКЪР,бул. Проф. Цветан Лазаров 86,"ЕЛЕНА НЕЙЧЕВА КУМБИЕВА, ЕЛЕНА АТАНАСОВА ДАРДЖИКОВА, ЕЛЕНА АТАНАСОВА ПЕШЕВА",02/9515037,,,,,0
МЦ Оксиком ООД,Бургас,БУРГАС,Бургас,к-с Изгрев бл. 28А,Д-Р НЕЛИ ВЕЛИЧКОВА ДЖОКОВА,"0885604145, 0887831030, 056/860210, 056/860839",42.5135674,27.4659001,overpass,УМБАЛ Бургас,50
МЦ Оксиком ООД,Бургас,БУРГАС,Бургас,бул. Д. Димов,Д-Р НЕЛИ ВЕЛИЧКОВА ДЖОКОВА,"0885604145, 0887831030, 056/860210, 056/860839",42.5135674,27.4659001,overpass,УМБАЛ Бургас,50
МЦ ПЕНТАГРАМ 2012 ООД,София (столица),СОФИЯ 12 рн ИЛИНДЕН,СОФИЯ 12 рн ИЛИНДЕН,ул. Враня 109-111,"Д-Р ВЕСЕЛИН ТОДОРОВ ДАСКАЛОВ, Д-Р КОНСТАНЦА ТОШЕВА ДАСКАЛОВА",0878974419,,,,,0
МЦ ПО ОЧНИ БОЛЕСТИ Д-Р МАРИНОВИ ООД,Шумен,ШУМЕН,Шумен,ул. Цар Освободител 100,МАРИН ГЕОРГИЕВ МАРИНОВ,"0899496044, 0896540090",43.2728625,26.9266203,nominatim_free,"100, Цар Освободител, ж.к. Южен бряг, Шумен, 9700, България",90
МЦ РВД ЗДРАВЕ ООД СОФИЯ,София (столица),СОФИЯ 04 рн ОБОРИЩЕ,СОФИЯ 04 рн ОБОРИЩЕ,ул. Тракия 46,"Д-Р ВЕРГИЛ ЙОНЧЕВ ЧУКОВ, СТОЙЧО ТОДОРОВ КАЦАРОВ, Д-Р ДИМИТЪР ИВАНОВ ТОПЧИЙСКИ, Д-Р МАЯ ТОНОВА КАМЕНОВА",02/8462016,,,,,0
МЦ Ре Спиро ООД,Разград,РАЗГРАД,Разград,ул. Кирил и Методий 2,ИВАН АТАНАСОВ КИСЕЛОВ,0886430823,43.5255966,26.5264566,nominatim_free,"2, Св. Св. Кирил и Методий, кв. Варош, Разград, 7200, България",100
МЦ Ре Спиро ООД,Разград,РАЗГРАД,Разград,пл. Момина чешма 1,ИВАН АТАНАСОВ КИСЕЛОВ,0886430823,43.5246287,26.523035,nominatim_free,"пл. Момина чешма, кв. Варош, Разград, 7200, България",55
МЦ Ре Спиро ООД,Разград,РАЗГРАД,Разград,ул. Иван Вазов 19,ИВАН АТАНАСОВ КИСЕЛОВ,0886430823,43.5279221,26.526444,nominatim_free,"Иван Вазов, кв. Варош, Разград, 7200, България",55
МЦ СВЕТА МАРИНА-ДИАГНОСТИКА И ТЕРАПИЯ ООД,Плевен,ПЛЕВЕН,Плевен,местност Русково бърдо,"Д-Р ЖИТИАН АЛЕКСАНДРОВ АТАНАСОВ, ПРОФ. Д-Р ГРИГОР АНГЕЛОВ ГОРЧЕВ","064/806838, 064/8181, 064/805666",,,,,0
МЦ СВЕТА МАРИНА-ДИАГНОСТИКА И ТЕРАПИЯ ООД,Плевен,ПЛЕВЕН,Плевен,ул. Цар Симеон 23,"Д-Р ЖИТИАН АЛЕКСАНДРОВ АТАНАСОВ, ПРОФ. Д-Р ГРИГОР АНГЕЛОВ ГОРЧЕВ","064/806838, 064/8181, 064/805666",43.6472778,24.6926315,nominatim_free,"23, Цар Симеон, Гулянци, Плевен, България",90
МЦ СВЕТА МАРИНА-ДИАГНОСТИКА И ТЕРАПИЯ ООД,Плевен,ПЛЕВЕН,Плевен,пл. Възраждане 1,"Д-Р ЖИТИАН АЛЕКСАНДРОВ АТАНАСОВ, ПРОФ. Д-Р ГРИГОР АНГЕЛОВ ГОРЧЕВ","064/806838, 064/8181, 064/805666",43.40791,24.6193607,nominatim_free,"пл. Възраждане, 9-ти квартал, Централна градска част, Плевен, 5801, България",80
МЦ Света Ана ООД,Враца,ВРАЦА,Враца,бул. Демокрация 17 и 23,Д-Р АДРИЯН ИВАНОВ НИКОЛОВ,092/663060,,,,,0
МЦ Света Елисавета -Раковски ЕООД,Пловдив,ПЛОВДИВ,Пловдив,ул. Велико Търново 21,"Д-Р АНДРЕЙ ЙОЗОВ БАКЪРДЖИЙСКИ, ЕЛЕНА МИХАЙЛОВА ИВАНОВА, КИРИЛ ГЕНОВ КАРАГЕОРГИЕВ, ЕЛЕНА ПЕТРОВА КОЛАРОВА","03151/2429, 03151/2033",42.1402078,24.7467448,nominatim_free,"Медикус Алфа, 21, Велико Търново, Триъгълника, Гроздов пазар, Централен, Пловдив, 4000, България",100
МЦ Света Елисавета -Раковски ЕООД,Пловдив,БРЕЗОВО,Брезово,ул. Георги Димитров 25,"Д-Р АНДРЕЙ ЙОЗОВ БАКЪРДЖИЙСКИ, ЕЛЕНА МИХАЙЛОВА ИВАНОВА, КИРИЛ ГЕНОВ КАРАГЕОРГИЕВ, ЕЛЕНА ПЕТРОВА КОЛАРОВА","03151/2429, 03151/2033",,,,,0
МЦ Света Елисавета -Раковски ЕООД,Пловдив,РАКОВСКИ,Раковски,ул. Васил Петлешков 1,"Д-Р АНДРЕЙ ЙОЗОВ БАКЪРДЖИЙСКИ, ЕЛЕНА МИХАЙЛОВА ИВАНОВА, КИРИЛ ГЕНОВ КАРАГЕОРГИЕВ, ЕЛЕНА ПЕТРОВА КОЛАРОВА","03151/2429, 03151/2033",42.2825686,24.964661,nominatim_free,"Васил Петлешков, Квартал Генерал Николаево, Раковски, Пловдив, 4150, България",95
МЦ Света Елисавета -Раковски ЕООД,Пловдив,РАКОВСКИ,Белозем,ул. Родопи 43 сутерен и,"Д-Р АНДРЕЙ ЙОЗОВ БАКЪРДЖИЙСКИ, ЕЛЕНА МИХАЙЛОВА ИВАНОВА, КИРИЛ ГЕНОВ КАРАГЕОРГИЕВ, ЕЛЕНА ПЕТРОВА КОЛАРОВА","03151/2429, 03151/2033",,,,,0
МЦ-Ловеч ЕООД,Ловеч,ЛОВЕЧ,Ловеч,ул. С.Съев 27,"ИВЕЛИН ЦАНКОВ ЙОЦОВ, ПРАВДА ТРИФОНОВА ГЕНОВА-ПЕТКОВА, ДОНКА ПЕНЧЕВА МИНКОВА, ИЛИЯНА ПЕНЕВА КАЗАКОВА, АЛДИН ДОЧЕВ НАЧКОВ","068/667238, 0896717669, 0878792666, 0896717671, 0888465411",,,,,0
МЦ-МЕДИЦИНСКИ КОМПЛЕКС БЕРОЕ ЕООД,Стара Загора,СТАРА ЗАГОРА,Стара Загора,ул. Герасим Папазчев 1,Д-Р НИКОЛАЙ НЕШЕВ САЛУТСКИ,"042/919402, 0892257396",42.4184513,25.6316509,nominatim_free,"Герасим Папазчев, кв. Индустрия - запад, кв. Гео Милев, Стара Загора, 6002, България",55
